id_registro,fecha,anio,mes,trimestre,region,canal,categoria,producto,unidades_vendidas,precio_unitario,descuento_pct,venta_bruta,venta_neta,meta_unidades,cumplimiento_meta
397,2023-09-24,2023,9,Q3,Costa,Supermercados,Salchichas,Salchicha Cocktail 250g,104,1.85,0.1,192.4,173.16,126,0
374,2023-09-24,2023,9,Q3,Costa,Supermercados,Jamones,Jamón Ahumado 300g,138,3.5,0.0,483.0,483.0,126,1
390,2023-09-24,2023,9,Q3,Costa,Supermercados,Mortadelas,Mortadela Bologna 500g,118,3.6,0.1,424.8,382.32,126,0
362,2023-09-24,2023,9,Q3,Oriente,Supermercados,Chorizos,Chorizo Ahumado 400g,145,4.2,0.0,609.0,609.0,126,1
395,2023-09-25,2023,9,Q3,Costa,Food Service,Tocino,Tocino Laminado 200g,105,2.6,0.0,273.0,273.0,94,1
375,2023-09-26,2023,9,Q3,Galápagos,Canal Tradicional,Nuggets,Nuggets Res 400g,95,5.4,0.05,513.0,487.35,78,1
403,2023-09-27,2023,9,Q3,Costa,Canal Tradicional,Mortadelas,Mortadela Bologna 500g,78,3.6,0.0,280.8,280.8,78,1
376,2023-09-28,2023,9,Q3,Sierra,Supermercados,Jamones,Jamón Pollo 400g,116,3.8,0.05,440.8,418.76,126,0
405,2023-09-28,2023,9,Q3,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,75,5.1,0.0,382.5,382.5,78,0
419,2023-10-01,2023,10,Q4,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,83,2.6,0.05,215.8,205.01,75,1
434,2023-10-03,2023,10,Q4,Sierra,Supermercados,Salchichas,Salchicha Frankfurter 400g,128,2.9,0.0,371.2,371.2,120,1
431,2023-10-03,2023,10,Q4,Costa,Supermercados,Jamones,Jamón Pollo 400g,105,3.8,0.05,399.0,379.05,120,0
426,2023-10-03,2023,10,Q4,Costa,Canal Tradicional,Nuggets,Nuggets Pollo 500g,85,5.1,0.05,433.5,411.82,75,1
445,2023-10-03,2023,10,Q4,Costa,Supermercados,Mortadelas,Mortadela Especial 300g,104,2.75,0.0,286.0,286.0,120,0
443,2023-10-03,2023,10,Q4,Costa,Canal Tradicional,Mortadelas,Mortadela Especial 300g,59,2.75,0.0,162.25,162.25,75,0
439,2023-10-04,2023,10,Q4,Sierra,Canal Tradicional,Nuggets,Nuggets Res 400g,62,5.4,0.0,334.8,334.8,75,0
427,2023-10-04,2023,10,Q4,Sierra,Canal Tradicional,Mortadelas,Mortadela Light 400g,67,3.2,0.1,214.4,192.96,75,0
440,2023-10-04,2023,10,Q4,Costa,Food Service,Chorizos,Chorizo Ahumado 400g,89,4.2,0.05,373.8,355.11,90,0
421,2023-10-06,2023,10,Q4,Sierra,Supermercados,Tocino,Tocino Laminado 200g,144,2.6,0.05,374.4,355.68,120,1
447,2023-10-07,2023,10,Q4,Costa,Supermercados,Nuggets,Nuggets Res 400g,124,5.4,0.0,669.6,669.6,120,1
418,2023-10-07,2023,10,Q4,Costa,Canal Tradicional,Salchichas,Salchicha Cocktail 250g,75,1.85,0.0,138.75,138.75,75,1
412,2023-10-07,2023,10,Q4,Sierra,Supermercados,Tocino,Tocino Laminado 200g,106,2.6,0.0,275.6,275.6,120,0
411,2023-10-08,2023,10,Q4,Oriente,Canal Tradicional,Chorizos,Chorizo Parrillero 500g,80,4.5,0.0,360.0,360.0,75,1
429,2023-10-09,2023,10,Q4,Oriente,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,82,3.25,0.05,266.5,253.17,75,1
420,2023-10-09,2023,10,Q4,Costa,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,75,3.25,0.0,243.75,243.75,75,1
435,2023-10-11,2023,10,Q4,Costa,Autoservicios,Tocino,Tocino Laminado 200g,60,2.6,0.1,156.0,140.4,52,1
430,2023-10-11,2023,10,Q4,Oriente,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,61,3.25,0.1,198.25,178.43,75,0
410,2023-10-11,2023,10,Q4,Sierra,Autoservicios,Nuggets,Nuggets Res 400g,55,5.4,0.05,297.0,282.15,52,1
446,2023-10-12,2023,10,Q4,Costa,Supermercados,Mortadelas,Mortadela Especial 300g,128,2.75,0.05,352.0,334.4,120,1
423,2023-10-13,2023,10,Q4,Costa,Canal Tradicional,Chorizos,Chorizo Parrillero 500g,73,4.5,0.0,328.5,328.5,75,0
438,2023-10-13,2023,10,Q4,Costa,Supermercados,Salchichas,Salchicha Vienesa 500g,103,3.25,0.0,334.75,334.75,120,0
425,2023-10-13,2023,10,Q4,Sierra,Autoservicios,Nuggets,Nuggets Pollo 500g,55,5.1,0.0,280.5,280.5,52,1
408,2023-10-13,2023,10,Q4,Costa,Food Service,Tocino,Tocino Laminado 200g,88,2.6,0.05,228.8,217.36,90,0
441,2023-10-14,2023,10,Q4,Costa,Supermercados,Chorizos,Longaniza 500g,124,3.9,0.0,483.6,483.6,120,1
417,2023-10-14,2023,10,Q4,Sierra,Food Service,Nuggets,Nuggets Pollo 500g,103,5.1,0.05,525.3,499.03,90,1
409,2023-10-16,2023,10,Q4,Sierra,Canal Tradicional,Mortadelas,Mortadela Especial 300g,75,2.75,0.0,206.25,206.25,75,1
414,2023-10-16,2023,10,Q4,Costa,Autoservicios,Chorizos,Longaniza 500g,59,3.9,0.05,230.1,218.59,52,1
433,2023-10-17,2023,10,Q4,Costa,Autoservicios,Jamones,Jamón Pollo 400g,51,3.8,0.05,193.8,184.11,52,0
422,2023-10-17,2023,10,Q4,Costa,Supermercados,Jamones,Jamón Familiar 500g,141,4.1,0.0,578.1,578.1,120,1
432,2023-10-18,2023,10,Q4,Costa,Canal Tradicional,Tocino,Tocino Laminado 200g,59,2.6,0.05,153.4,145.73,75,0
436,2023-10-18,2023,10,Q4,Costa,Supermercados,Chorizos,Chorizo Ahumado 400g,120,4.2,0.0,504.0,504.0,120,1
415,2023-10-18,2023,10,Q4,Sierra,Autoservicios,Mortadelas,Mortadela Bologna 500g,54,3.6,0.0,194.4,194.4,52,1
437,2023-10-20,2023,10,Q4,Oriente,Canal Tradicional,Nuggets,Nuggets Res 400g,87,5.4,0.0,469.8,469.8,75,1
448,2023-10-20,2023,10,Q4,Sierra,Supermercados,Salchichas,Salchicha Frankfurter 400g,108,2.9,0.0,313.2,313.2,120,0
413,2023-10-22,2023,10,Q4,Costa,Canal Tradicional,Jamones,Jamón Ahumado 300g,63,3.5,0.0,220.5,220.5,75,0
444,2023-10-22,2023,10,Q4,Sierra,Canal Tradicional,Jamones,Jamón Pollo 400g,74,3.8,0.0,281.2,281.2,75,0
450,2023-10-23,2023,10,Q4,Oriente,Food Service,Jamones,Jamón Ahumado 300g,80,3.5,0.0,280.0,280.0,90,0
428,2023-10-23,2023,10,Q4,Oriente,Food Service,Jamones,Jamón Familiar 500g,96,4.1,0.1,393.6,354.24,90,1
407,2023-10-23,2023,10,Q4,Costa,Food Service,Chorizos,Chorizo Parrillero 500g,80,4.5,0.05,360.0,342.0,90,0
406,2023-10-24,2023,10,Q4,Oriente,Supermercados,Salchichas,Salchicha Vienesa 500g,127,3.25,0.1,412.75,371.48,120,1
442,2023-10-26,2023,10,Q4,Costa,Supermercados,Tocino,Tocino Ahumado 250g,119,2.95,0.0,351.05,351.05,120,0
424,2023-10-27,2023,10,Q4,Sierra,Supermercados,Nuggets,Nuggets Pollo 500g,131,5.1,0.0,668.1,668.1,120,1
416,2023-10-27,2023,10,Q4,Sierra,Food Service,Tocino,Tocino Ahumado 250g,83,2.95,0.0,244.85,244.85,90,0
449,2023-10-27,2023,10,Q4,Costa,Food Service,Chorizos,Chorizo Ahumado 400g,85,4.2,0.0,357.0,357.0,90,0
463,2023-11-01,2023,11,Q4,Sierra,Autoservicios,Nuggets,Nuggets Pollo 500g,58,5.1,0.0,295.8,295.8,63,0
487,2023-11-02,2023,11,Q4,Galápagos,Supermercados,Nuggets,Nuggets Pollo 500g,134,5.1,0.0,683.4,683.4,144,0
488,2023-11-04,2023,11,Q4,Costa,Supermercados,Salchichas,Salchicha Frankfurter 400g,128,2.9,0.1,371.2,334.08,144,0
461,2023-11-04,2023,11,Q4,Sierra,Canal Tradicional,Mortadelas,Mortadela Especial 300g,107,2.75,0.0,294.25,294.25,90,1
486,2023-11-07,2023,11,Q4,Sierra,Canal Tradicional,Salchichas,Salchicha Cocktail 250g,77,1.85,0.0,142.45,142.45,90,0
471,2023-11-07,2023,11,Q4,Oriente,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,87,4.2,0.0,365.4,365.4,90,0
459,2023-11-08,2023,11,Q4,Oriente,Autoservicios,Tocino,Tocino Ahumado 250g,59,2.95,0.0,174.05,174.05,63,0
456,2023-11-09,2023,11,Q4,Sierra,Autoservicios,Jamones,Jamón Pollo 400g,58,3.8,0.0,220.4,220.4,63,0
483,2023-11-09,2023,11,Q4,Sierra,Supermercados,Salchichas,Salchicha Vienesa 500g,120,3.25,0.0,390.0,390.0,144,0
466,2023-11-10,2023,11,Q4,Sierra,Canal Tradicional,Nuggets,Nuggets Res 400g,88,5.4,0.0,475.2,475.2,90,0
476,2023-11-11,2023,11,Q4,Sierra,Autoservicios,Tocino,Tocino Ahumado 250g,61,2.95,0.05,179.95,170.95,63,0
491,2023-11-11,2023,11,Q4,Costa,Canal Tradicional,Mortadelas,Mortadela Light 400g,89,3.2,0.0,284.8,284.8,90,0
480,2023-11-12,2023,11,Q4,Costa,Supermercados,Chorizos,Longaniza 500g,160,3.9,0.0,624.0,624.0,144,1
465,2023-11-12,2023,11,Q4,Costa,Supermercados,Chorizos,Chorizo Parrillero 500g,142,4.5,0.0,639.0,639.0,144,0
462,2023-11-13,2023,11,Q4,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,90,2.95,0.0,265.5,265.5,90,1
482,2023-11-15,2023,11,Q4,Sierra,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,81,4.2,0.05,340.2,323.19,90,0
479,2023-11-16,2023,11,Q4,Sierra,Autoservicios,Nuggets,Nuggets Pollo 500g,82,5.1,0.0,418.2,418.2,63,1
478,2023-11-16,2023,11,Q4,Costa,Canal Tradicional,Tocino,Tocino Laminado 200g,92,2.6,0.0,239.2,239.2,90,1
481,2023-11-17,2023,11,Q4,Oriente,Canal Tradicional,Jamones,Jamón Ahumado 300g,88,3.5,0.1,308.0,277.2,90,0
492,2023-11-17,2023,11,Q4,Galápagos,Supermercados,Tocino,Tocino Laminado 200g,165,2.6,0.1,429.0,386.1,144,1
477,2023-11-17,2023,11,Q4,Costa,Supermercados,Jamones,Jamón Ahumado 300g,152,3.5,0.05,532.0,505.4,144,1
485,2023-11-18,2023,11,Q4,Sierra,Canal Tradicional,Tocino,Tocino Ahumado 250g,83,2.95,0.0,244.85,244.85,90,0
453,2023-11-18,2023,11,Q4,Sierra,Canal Tradicional,Tocino,Tocino Ahumado 250g,81,2.95,0.0,238.95,238.95,90,0
468,2023-11-18,2023,11,Q4,Sierra,Food Service,Nuggets,Nuggets Pollo 500g,116,5.1,0.0,591.6,591.6,108,1
474,2023-11-20,2023,11,Q4,Oriente,Canal Tradicional,Nuggets,Nuggets Res 400g,102,5.4,0.0,550.8,550.8,90,1
489,2023-11-20,2023,11,Q4,Sierra,Supermercados,Nuggets,Nuggets Res 400g,168,5.4,0.1,907.2,816.48,144,1
457,2023-11-20,2023,11,Q4,Sierra,Autoservicios,Chorizos,Chorizo Parrillero 500g,62,4.5,0.0,279.0,279.0,63,0
470,2023-11-20,2023,11,Q4,Costa,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,84,4.2,0.0,352.8,352.8,90,0
469,2023-11-21,2023,11,Q4,Costa,Canal Tradicional,Chorizos,Chorizo Parrillero 500g,85,4.5,0.05,382.5,363.38,90,0
460,2023-11-21,2023,11,Q4,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,79,5.1,0.0,402.9,402.9,90,0
467,2023-11-22,2023,11,Q4,Costa,Autoservicios,Salchichas,Salchicha Frankfurter 400g,66,2.9,0.05,191.4,181.83,63,1
495,2023-11-22,2023,11,Q4,Costa,Supermercados,Mortadelas,Mortadela Bologna 500g,165,3.6,0.05,594.0,564.3,144,1
473,2023-11-22,2023,11,Q4,Sierra,Canal Tradicional,Jamones,Jamón Ahumado 300g,76,3.5,0.0,266.0,266.0,90,0
451,2023-11-23,2023,11,Q4,Costa,Supermercados,Chorizos,Chorizo Ahumado 400g,143,4.2,0.0,600.6,600.6,144,0
454,2023-11-23,2023,11,Q4,Costa,Autoservicios,Salchichas,Salchicha Cocktail 250g,66,1.85,0.0,122.1,122.1,63,1
464,2023-11-24,2023,11,Q4,Sierra,Supermercados,Salchichas,Salchicha Vienesa 500g,147,3.25,0.05,477.75,453.86,144,1
484,2023-11-25,2023,11,Q4,Costa,Supermercados,Chorizos,Longaniza 500g,146,3.9,0.05,569.4,540.93,144,1
490,2023-11-26,2023,11,Q4,Sierra,Supermercados,Jamones,Jamón Familiar 500g,156,4.1,0.05,639.6,607.62,144,1
493,2023-11-26,2023,11,Q4,Galápagos,Autoservicios,Salchichas,Salchicha Vienesa 500g,63,3.25,0.1,204.75,184.28,63,1
458,2023-11-26,2023,11,Q4,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,80,2.6,0.0,208.0,208.0,90,0
455,2023-11-26,2023,11,Q4,Costa,Autoservicios,Nuggets,Nuggets Pollo 500g,59,5.1,0.05,300.9,285.85,63,0
475,2023-11-27,2023,11,Q4,Costa,Supermercados,Mortadelas,Mortadela Especial 300g,167,2.75,0.05,459.25,436.29,144,1
452,2023-11-27,2023,11,Q4,Sierra,Food Service,Jamones,Jamón Ahumado 300g,118,3.5,0.0,413.0,413.0,108,1
472,2023-11-28,2023,11,Q4,Costa,Autoservicios,Salchichas,Salchicha Cocktail 250g,48,1.85,0.0,88.8,88.8,63,0
494,2023-11-28,2023,11,Q4,Costa,Supermercados,Mortadelas,Mortadela Light 400g,131,3.2,0.0,419.2,419.2,144,0
533,2023-12-01,2023,12,Q4,Sierra,Food Service,Nuggets,Nuggets Pollo 500g,138,5.1,0.05,703.8,668.61,139,0
523,2023-12-01,2023,12,Q4,Sierra,Food Service,Salchichas,Salchicha Vienesa 500g,130,3.25,0.0,422.5,422.5,139,0
498,2023-12-01,2023,12,Q4,Sierra,Food Service,Chorizos,Chorizo Ahumado 400g,136,4.2,0.0,571.2,571.2,139,0
502,2023-12-02,2023,12,Q4,Costa,Food Service,Mortadelas,Mortadela Light 400g,166,3.2,0.05,531.2,504.64,139,1
516,2023-12-03,2023,12,Q4,Oriente,Supermercados,Jamones,Jamón Familiar 500g,200,4.1,0.0,820.0,820.0,186,1
514,2023-12-03,2023,12,Q4,Sierra,Food Service,Tocino,Tocino Laminado 200g,126,2.6,0.1,327.6,294.84,139,0
540,2023-12-04,2023,12,Q4,Costa,Autoservicios,Mortadelas,Mortadela Bologna 500g,76,3.6,0.0,273.6,273.6,81,0
504,2023-12-05,2023,12,Q4,Costa,Canal Tradicional,Chorizos,Chorizo Parrillero 500g,122,4.5,0.1,549.0,494.1,116,1
521,2023-12-05,2023,12,Q4,Costa,Food Service,Salchichas,Salchicha Frankfurter 400g,116,2.9,0.1,336.4,302.76,139,0
532,2023-12-05,2023,12,Q4,Sierra,Supermercados,Tocino,Tocino Laminado 200g,155,2.6,0.0,403.0,403.0,186,0
522,2023-12-06,2023,12,Q4,Costa,Autoservicios,Chorizos,Chorizo Ahumado 400g,85,4.2,0.0,357.0,357.0,81,1
538,2023-12-06,2023,12,Q4,Costa,Supermercados,Mortadelas,Mortadela Especial 300g,178,2.75,0.1,489.5,440.55,186,0
531,2023-12-06,2023,12,Q4,Sierra,Supermercados,Nuggets,Nuggets Pollo 500g,197,5.1,0.05,1004.7,954.47,186,1
539,2023-12-08,2023,12,Q4,Oriente,Food Service,Tocino,Tocino Laminado 200g,153,2.6,0.0,397.8,397.8,139,1
497,2023-12-09,2023,12,Q4,Sierra,Canal Tradicional,Salchichas,Salchicha Frankfurter 400g,104,2.9,0.0,301.6,301.6,116,0
505,2023-12-09,2023,12,Q4,Oriente,Supermercados,Mortadelas,Mortadela Bologna 500g,173,3.6,0.05,622.8,591.66,186,0
515,2023-12-12,2023,12,Q4,Oriente,Supermercados,Salchichas,Salchicha Cocktail 250g,175,1.85,0.05,323.75,307.56,186,0
496,2023-12-13,2023,12,Q4,Costa,Supermercados,Nuggets,Nuggets Res 400g,196,5.4,0.05,1058.4,1005.48,186,1
529,2023-12-14,2023,12,Q4,Sierra,Autoservicios,Salchichas,Salchicha Vienesa 500g,83,3.25,0.0,269.75,269.75,81,1
528,2023-12-14,2023,12,Q4,Sierra,Autoservicios,Nuggets,Nuggets Pollo 500g,81,5.1,0.0,413.1,413.1,81,1
500,2023-12-14,2023,12,Q4,Sierra,Canal Tradicional,Salchichas,Salchicha Cocktail 250g,100,1.85,0.0,185.0,185.0,116,0
508,2023-12-17,2023,12,Q4,Costa,Supermercados,Salchichas,Salchicha Vienesa 500g,169,3.25,0.0,549.25,549.25,186,0
526,2023-12-17,2023,12,Q4,Sierra,Canal Tradicional,Mortadelas,Mortadela Bologna 500g,95,3.6,0.0,342.0,342.0,116,0
518,2023-12-17,2023,12,Q4,Costa,Autoservicios,Mortadelas,Mortadela Bologna 500g,73,3.6,0.0,262.8,262.8,81,0
527,2023-12-19,2023,12,Q4,Oriente,Food Service,Jamones,Jamón Pollo 400g,116,3.8,0.0,440.8,440.8,139,0
512,2023-12-19,2023,12,Q4,Sierra,Food Service,Nuggets,Nuggets Pollo 500g,138,5.1,0.0,703.8,703.8,139,0
501,2023-12-19,2023,12,Q4,Sierra,Canal Tradicional,Mortadelas,Mortadela Especial 300g,127,2.75,0.0,349.25,349.25,116,1
534,2023-12-19,2023,12,Q4,Costa,Canal Tradicional,Tocino,Tocino Ahumado 250g,102,2.95,0.0,300.9,300.9,116,0
520,2023-12-20,2023,12,Q4,Oriente,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,124,3.25,0.0,403.0,403.0,116,1
524,2023-12-21,2023,12,Q4,Costa,Supermercados,Salchichas,Salchicha Frankfurter 400g,196,2.9,0.0,568.4,568.4,186,1
525,2023-12-21,2023,12,Q4,Sierra,Autoservicios,Chorizos,Longaniza 500g,75,3.9,0.0,292.5,292.5,81,0
513,2023-12-21,2023,12,Q4,Costa,Autoservicios,Chorizos,Chorizo Ahumado 400g,79,4.2,0.05,331.8,315.21,81,0
506,2023-12-21,2023,12,Q4,Costa,Autoservicios,Nuggets,Nuggets Pollo 500g,77,5.1,0.0,392.7,392.7,81,0
499,2023-12-21,2023,12,Q4,Oriente,Autoservicios,Salchichas,Salchicha Cocktail 250g,74,1.85,0.1,136.9,123.21,81,0
536,2023-12-22,2023,12,Q4,Sierra,Canal Tradicional,Mortadelas,Mortadela Bologna 500g,116,3.6,0.1,417.6,375.84,116,1
530,2023-12-22,2023,12,Q4,Costa,Canal Tradicional,Salchichas,Salchicha Frankfurter 400g,105,2.9,0.05,304.5,289.27,116,0
517,2023-12-23,2023,12,Q4,Costa,Canal Tradicional,Nuggets,Nuggets Res 400g,122,5.4,0.05,658.8,625.86,116,1
507,2023-12-23,2023,12,Q4,Costa,Autoservicios,Jamones,Jamón Ahumado 300g,76,3.5,0.05,266.0,252.7,81,0
510,2023-12-24,2023,12,Q4,Costa,Supermercados,Salchichas,Salchicha Vienesa 500g,170,3.25,0.0,552.5,552.5,186,0
511,2023-12-25,2023,12,Q4,Sierra,Supermercados,Mortadelas,Mortadela Especial 300g,191,2.75,0.0,525.25,525.25,186,1
519,2023-12-26,2023,12,Q4,Costa,Canal Tradicional,Nuggets,Nuggets Pollo 500g,117,5.1,0.05,596.7,566.87,116,1
537,2023-12-28,2023,12,Q4,Sierra,Supermercados,Tocino,Tocino Ahumado 250g,169,2.95,0.0,498.55,498.55,186,0
509,2023-12-28,2023,12,Q4,Sierra,Supermercados,Nuggets,Nuggets Res 400g,186,5.4,0.05,1004.4,954.18,186,1
503,2023-12-28,2023,12,Q4,Costa,Autoservicios,Chorizos,Chorizo Parrillero 500g,69,4.5,0.0,310.5,310.5,81,0
535,2023-12-28,2023,12,Q4,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,108,2.6,0.0,280.8,280.8,116,0
565,2024-01-01,2024,1,Q1,Costa,Food Service,Chorizos,Longaniza 500g,84,4.06,0.0,341.04,341.04,75,1
546,2024-01-01,2024,1,Q1,Costa,Canal Tradicional,Nuggets,Nuggets Pollo 500g,58,5.3,0.1,307.4,276.66,63,0
541,2024-01-02,2024,1,Q1,Sierra,Food Service,Jamones,Jamón Familiar 500g,82,4.26,0.05,349.32,331.85,75,1
563,2024-01-03,2024,1,Q1,Costa,Supermercados,Nuggets,Nuggets Res 400g,109,5.62,0.05,612.58,581.95,101,1
562,2024-01-03,2024,1,Q1,Oriente,Supermercados,Tocino,Tocino Laminado 200g,122,2.7,0.1,329.4,296.46,101,1
548,2024-01-03,2024,1,Q1,Galápagos,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,61,3.38,0.05,206.18,195.87,63,0
582,2024-01-03,2024,1,Q1,Sierra,Supermercados,Salchichas,Salchicha Cocktail 250g,96,1.92,0.1,184.32,165.89,101,0
553,2024-01-05,2024,1,Q1,Costa,Canal Tradicional,Jamones,Jamón Familiar 500g,70,4.26,0.1,298.2,268.38,63,1
551,2024-01-05,2024,1,Q1,Sierra,Supermercados,Tocino,Tocino Ahumado 250g,101,3.07,0.0,310.07,310.07,101,1
580,2024-01-06,2024,1,Q1,Costa,Food Service,Jamones,Jamón Familiar 500g,84,4.26,0.0,357.84,357.84,75,1
571,2024-01-06,2024,1,Q1,Sierra,Supermercados,Tocino,Tocino Laminado 200g,101,2.7,0.0,272.7,272.7,101,1
577,2024-01-07,2024,1,Q1,Costa,Autoservicios,Tocino,Tocino Ahumado 250g,45,3.07,0.0,138.15,138.15,44,1
567,2024-01-08,2024,1,Q1,Costa,Food Service,Salchichas,Salchicha Cocktail 250g,60,1.92,0.05,115.2,109.44,75,0
557,2024-01-08,2024,1,Q1,Sierra,Supermercados,Mortadelas,Mortadela Bologna 500g,96,3.74,0.0,359.04,359.04,101,0
574,2024-01-08,2024,1,Q1,Costa,Canal Tradicional,Nuggets,Nuggets Pollo 500g,61,5.3,0.05,323.3,307.13,63,0
568,2024-01-09,2024,1,Q1,Sierra,Canal Tradicional,Tocino,Tocino Laminado 200g,56,2.7,0.0,151.2,151.2,63,0
566,2024-01-09,2024,1,Q1,Costa,Canal Tradicional,Mortadelas,Mortadela Bologna 500g,60,3.74,0.1,224.4,201.96,63,0
583,2024-01-10,2024,1,Q1,Costa,Food Service,Chorizos,Longaniza 500g,80,4.06,0.0,324.8,324.8,75,1
542,2024-01-10,2024,1,Q1,Oriente,Supermercados,Chorizos,Chorizo Ahumado 400g,89,4.37,0.05,388.93,369.48,101,0
549,2024-01-12,2024,1,Q1,Costa,Supermercados,Tocino,Tocino Laminado 200g,104,2.7,0.05,280.8,266.76,101,1
545,2024-01-14,2024,1,Q1,Galápagos,Autoservicios,Nuggets,Nuggets Pollo 500g,33,5.3,0.0,174.9,174.9,44,0
554,2024-01-15,2024,1,Q1,Sierra,Canal Tradicional,Jamones,Jamón Familiar 500g,64,4.26,0.0,272.64,272.64,63,1
564,2024-01-15,2024,1,Q1,Oriente,Autoservicios,Mortadelas,Mortadela Bologna 500g,42,3.74,0.0,157.08,157.08,44,0
555,2024-01-15,2024,1,Q1,Costa,Supermercados,Mortadelas,Mortadela Bologna 500g,104,3.74,0.0,388.96,388.96,101,1
579,2024-01-16,2024,1,Q1,Costa,Supermercados,Tocino,Tocino Ahumado 250g,86,3.07,0.0,264.02,264.02,101,0
578,2024-01-16,2024,1,Q1,Sierra,Autoservicios,Chorizos,Longaniza 500g,47,4.06,0.0,190.82,190.82,44,1
544,2024-01-16,2024,1,Q1,Sierra,Autoservicios,Jamones,Jamón Ahumado 300g,50,3.64,0.0,182.0,182.0,44,1
572,2024-01-16,2024,1,Q1,Costa,Canal Tradicional,Salchichas,Salchicha Frankfurter 400g,73,3.02,0.0,220.46,220.46,63,1
584,2024-01-16,2024,1,Q1,Costa,Food Service,Nuggets,Nuggets Res 400g,93,5.62,0.05,522.66,496.53,75,1
547,2024-01-17,2024,1,Q1,Sierra,Canal Tradicional,Nuggets,Nuggets Res 400g,66,5.62,0.0,370.92,370.92,63,1
559,2024-01-18,2024,1,Q1,Galápagos,Supermercados,Chorizos,Chorizo Ahumado 400g,105,4.37,0.0,458.85,458.85,101,1
570,2024-01-18,2024,1,Q1,Sierra,Supermercados,Chorizos,Longaniza 500g,97,4.06,0.0,393.82,393.82,101,0
585,2024-01-19,2024,1,Q1,Sierra,Supermercados,Tocino,Tocino Laminado 200g,102,2.7,0.0,275.4,275.4,101,1
543,2024-01-19,2024,1,Q1,Costa,Canal Tradicional,Salchichas,Salchicha Frankfurter 400g,66,3.02,0.0,199.32,199.32,63,1
576,2024-01-19,2024,1,Q1,Costa,Supermercados,Mortadelas,Mortadela Light 400g,78,3.33,0.05,259.74,246.75,101,0
581,2024-01-19,2024,1,Q1,Oriente,Autoservicios,Mortadelas,Mortadela Bologna 500g,45,3.74,0.0,168.3,168.3,44,1
561,2024-01-21,2024,1,Q1,Sierra,Supermercados,Jamones,Jamón Ahumado 300g,104,3.64,0.0,378.56,378.56,101,1
550,2024-01-21,2024,1,Q1,Sierra,Autoservicios,Tocino,Tocino Ahumado 250g,41,3.07,0.0,125.87,125.87,44,0
573,2024-01-22,2024,1,Q1,Sierra,Autoservicios,Jamones,Jamón Familiar 500g,45,4.26,0.0,191.7,191.7,44,1
556,2024-01-23,2024,1,Q1,Costa,Supermercados,Jamones,Jamón Pollo 400g,96,3.95,0.0,379.2,379.2,101,0
552,2024-01-24,2024,1,Q1,Costa,Supermercados,Mortadelas,Mortadela Especial 300g,99,2.86,0.05,283.14,268.98,101,0
569,2024-01-26,2024,1,Q1,Costa,Canal Tradicional,Nuggets,Nuggets Pollo 500g,51,5.3,0.05,270.3,256.79,63,0
560,2024-01-27,2024,1,Q1,Costa,Canal Tradicional,Jamones,Jamón Familiar 500g,60,4.26,0.0,255.6,255.6,63,0
558,2024-01-27,2024,1,Q1,Oriente,Canal Tradicional,Salchichas,Salchicha Cocktail 250g,60,1.92,0.0,115.2,115.2,63,0
575,2024-01-28,2024,1,Q1,Sierra,Food Service,Chorizos,Chorizo Ahumado 400g,82,4.37,0.1,358.34,322.51,75,1
623,2024-02-01,2024,2,Q1,Sierra,Supermercados,Chorizos,Chorizo Ahumado 400g,123,4.37,0.1,537.51,483.76,103,1
603,2024-02-01,2024,2,Q1,Costa,Supermercados,Nuggets,Nuggets Res 400g,112,5.62,0.0,629.44,629.44,103,1
606,2024-02-02,2024,2,Q1,Costa,Canal Tradicional,Chorizos,Chorizo Ahumado 400g,76,4.37,0.0,332.12,332.12,64,1
589,2024-02-03,2024,2,Q1,Costa,Canal Tradicional,Chorizos,Chorizo Parrillero 500g,70,4.68,0.0,327.6,327.6,64,1
590,2024-02-03,2024,2,Q1,Costa,Food Service,Jamones,Jamón Pollo 400g,71,3.95,0.1,280.45,252.41,77,0
595,2024-02-03,2024,2,Q1,Sierra,Canal Tradicional,Nuggets,Nuggets Pollo 500g,71,5.3,0.0,376.3,376.3,64,1
596,2024-02-04,2024,2,Q1,Sierra,Supermercados,Salchichas,Salchicha Frankfurter 400g,98,3.02,0.0,295.96,295.96,103,0
621,2024-02-05,2024,2,Q1,Sierra,Canal Tradicional,Salchichas,Salchicha Vienesa 500g,59,3.38,0.0,199.42,199.42,64,0
613,2024-02-05,2024,2,Q1,Costa,Food Service,Jamones,Jamón Familiar 500g,79,4.26,0.05,336.54,319.71,77,1
